Date,3-Month,5-Year,10-Year,30-Year
2014-07-11,0.014999999664723873,1.6410000324249268,2.5199999809265137,3.3429999351501465
2014-07-14,0.014999999664723873,1.6740000247955322,2.5490000247955322,3.368000030517578
2014-07-15,0.019999999552965164,1.690999984741211,2.5490000247955322,3.365999937057495
2014-07-16,0.017999999225139618,1.6990000009536743,2.5380001068115234,3.3480000495910645
2014-07-17,0.007000000216066837,1.649999976158142,2.4749999046325684,3.2899999618530273
2014-07-18,0.009999999776482582,1.6660000085830688,2.4839999675750732,3.2920000553131104
2014-07-21,0.013000000268220901,1.684999942779541,2.4739999771118164,3.2639999389648438
2014-07-22,0.019999999552965164,1.6579999923706055,2.4660000801086426,3.252000093460083
2014-07-23,0.019999999552965164,1.649999976158142,2.4639999866485596,3.257999897003174
2014-07-24,0.019999999552965164,1.7000000476837158,2.509000062942505,3.299999952316284
2014-07-25,0.019999999552965164,1.6759999990463257,2.4690001010894775,3.24399995803833
2014-07-28,0.02500000037252903,1.7029999494552612,2.490999937057495,3.26200008392334
2014-07-29,0.02800000086426735,1.6859999895095825,2.4619998931884766,3.2219998836517334
2014-07-30,0.02800000086426735,1.7690000534057617,2.553999900817871,3.309999942779541
2014-07-31,0.017999999225139618,1.7630000114440918,2.555999994277954,3.311000108718872
2014-08-01,0.017999999225139618,1.6729999780654907,2.505000114440918,3.296999931335449
2014-08-04,0.014999999664723873,1.6579999923706055,2.490999937057495,3.2950000762939453
2014-08-05,0.02500000037252903,1.6640000343322754,2.4830000400543213,3.2790000438690186
2014-08-06,0.019999999552965164,1.649999976158142,2.4739999771118164,3.2769999504089355
2014-08-07,0.019999999552965164,1.6019999980926514,2.4240000247955322,3.2339999675750732
2014-08-08,0.019999999552965164,1.6100000143051147,2.4149999618530273,3.2260000705718994
2014-08-11,0.02500000037252903,1.6119999885559082,2.4200000762939453,3.2320001125335693
2014-08-12,0.02500000037252903,1.6130000352859497,2.441999912261963,3.2660000324249268
2014-08-13,0.029999999329447746,1.5770000219345093,2.4130001068115234,3.240999937057495
2014-08-14,0.02800000086426735,1.5670000314712524,2.4000000953674316,3.191999912261963
2014-08-15,0.02199999988079071,1.5410000085830688,2.3450000286102295,3.134999990463257
2014-08-18,0.02199999988079071,1.5670000314712524,2.38700008392334,3.194000005722046
2014-08-19,0.02500000037252903,1.5800000429153442,2.4049999713897705,3.2209999561309814
2014-08-20,0.02500000037252903,1.6299999952316284,2.4260001182556152,3.2200000286102295
2014-08-21,0.014999999664723873,1.6269999742507935,2.4070000648498535,3.191999912261963
2014-08-22,0.014999999664723873,1.6610000133514404,2.4030001163482666,3.1570000648498535
2014-08-25,0.014999999664723873,1.6710000038146973,2.38700008392334,3.134999990463257
2014-08-26,0.02500000037252903,1.656000018119812,2.3910000324249268,3.1519999504089355
